day,month,year,Temperature,RH,Ws,Rain,FFMC,DMC,DC,ISI,BUI,FWI,Classes,Temp_Humidity,Temp_Humidity_Ratio,Heat_Index,Fire_Risk,Fire_Risk_Label,Fire_Risk_Encoded
1,6,2012,-0.8706546931179814,-0.3406732250339123,0.8932768965850295,-0.3816569059723695,-0.847927019649969,-0.9121201723424196,-0.8794014391831438,-0.8303557302688325,-0.936011545504452,-0.8801586304586864,,0.8453577514078885,0.17146365455352602,-0.9100479241224557,Low,0,0
2,6,2012,-0.8706546931179814,-0.0703594497416976,-0.8888765177841181,0.2686419969222983,-0.9387086049232776,-0.8555202740075861,-0.8794014391831438,-0.9027202643233428,-0.9007980816764884,-0.8936262047425135,,0.6354917126617354,0.4797176848532037,-0.8981740909113506,Low,0,0
3,6,2012,-1.6992542639835275,1.3487878705424292,2.3189996280803475,6.171355115504675,-2.1468020089450044,-0.9848914702014914,-0.8899128337724416,-1.071570843783867,-0.9853103948636008,-0.9340289275939956,,-1.462894698247907,0.05167668683244856,-1.6876848378618807,Low,0,0
4,6,2012,-1.975454120938709,1.821836977303805,-0.8888765177841181,0.8689179072866084,-3.4386937993728623,-1.08191986734692,-0.8941173916081606,-1.143935377838377,-1.055737322519528,-0.9474965018778226,,-2.6283909499791536,0.05718700955667646,-1.9508550868453831,Low,0,0
5,6,2012,-1.4230544070283455,1.010895651427161,0.1804155308373701,-0.3816569059723695,-0.910775809454568,-0.944462971390896,-0.7406510306044146,-0.8544772416203358,-0.9007980816764884,-0.8801586304586864,,-0.7019248253791865,0.047034102874571715,-1.4185776722728118,Low,0,0
6,6,2012,-0.3182549792076171,0.335111213196624,-0.5324458349102886,-0.3816569059723695,0.3322335889030462,-0.7180633780515621,-0.5724687171756516,-0.3961685259417704,-0.6824746059431147,-0.610807144782141,,0.4857635270549829,0.061413362320632,-0.3124644268888039,Low,0,0
7,6,2012,0.2341447347027467,-0.5434085565030735,-0.8888765177841181,-0.3816569059723695,0.723292725464993,-0.38654968780468,-0.3979795669933101,0.3998413486578431,-0.4078095880849993,0.0221688465577402,,0.4674070980784917,0.07770145071668882,0.21684452938099819,Moderate,1,1
8,6,2012,-0.5944548361627993,0.7405818761349462,-0.1760151520364588,-0.3816569059723695,0.6115615435901507,-0.2086642930380605,-0.2340018114002663,0.2068692578458154,-0.2246995761795891,0.0087012722739129,,0.18829348584266462,0.06602879062137483,-0.5786031341750837,Moderate,1,1
9,6,2012,-1.975454120938709,1.7542585334807512,-0.8888765177841181,-0.2816109209116513,-1.741776474648703,-0.5482636830470614,-0.2234904168109686,-1.0474493324323633,-0.4359803591473701,-0.9070937790263408,,-2.5093481381838485,0.055875633951448185,-1.953823545148159,Low,0,0
10,6,2012,-1.1468545500731635,1.1460525390732683,-1.2453072006579475,-0.3816569059723695,-0.3241871046116483,-0.4188924868531563,-0.0658194979715034,-0.8303557302688325,-0.2880838110699235,-0.8262883333233773,,-0.5911698042784916,0.05981223034242338,-1.1286912985643152,Low,0,0
11,6,2012,-0.3182549792076171,0.1999543255505167,-0.5324458349102886,-0.3816569059723695,0.4649143673794212,-0.1763214939895841,0.1023628154572592,-0.1790749237782394,-0.06271764257095669,-0.1933123419834956,,0.5241202443192928,0.04125994480703339,-0.3184013434943556,Moderate,1,1
12,6,2012,-1.6992542639835275,1.2812094267193757,1.2497075794588592,-0.3816569059723695,0.4299983730435331,-0.0712073970820362,0.2516246186252864,0.0138971670337878,0.07109351997530372,0.0087012722739129,,-1.360495961979794,0.04959047764213659,-1.6906532961646568,Moderate,1,1
13,6,2012,-1.4230544070283455,1.4839447581885366,1.962568945206518,0.21861900439193918,-1.9442892417968536,-0.6452920801924903,-0.6817872209043475,-1.0233278210808598,-0.7036026842398928,-0.920561353310168,,-1.3022074505656371,0.0611224078765806,-1.3977984641533774,Low,0,0
14,6,2012,-0.5944548361627993,1.0784740952502143,1.6061382623326887,-0.13154194332057392,-1.315801343750869,-0.8150917751969908,-0.8751968813474249,-0.9027202643233428,-0.8655846178485248,-0.8936262047425135,,0.00918131504593166,0.07392410330711258,-0.5637608426612027,Low,0,0
15,6,2012,-1.1468545500731635,1.213630982896322,0.5368462137112,1.1690558624687633,-1.98618843499992,-0.944462971390896,-0.883605997018863,-1.0474493324323633,-0.9641823165668229,-0.9340289275939956,,-0.6602803894922217,0.06156159529816202,-1.1257228402615393,Low,0,0
16,6,2012,-0.8706546931179814,1.821836977303805,-0.8888765177841181,-0.03149595825985572,-2.9149538843345417,-1.049577068298444,-0.8794014391831438,-1.143935377838377,-1.0205238586915644,-0.9474965018778226,,-0.8335705585613361,0.07622534630645757,-0.8150572584336165,Low,0,0
17,6,2012,-0.5944548361627993,1.821836977303805,0.1804155308373701,-0.08151895079021483,-2.8311554979284104,-1.0980912668711582,-0.8751968813474249,-1.143935377838377,-1.0627800152851206,-0.9474965018778226,,-0.3848654607068814,0.08098493049390286,-0.5311078013306633,Low,0,0
18,6,2012,-0.3182549792076171,1.0784740952502143,-0.5324458349102886,-0.23158792838129222,-1.4624485199615986,-1.0334056687742057,-0.8709923235117057,-0.9750847983778528,-1.0064384731603788,-0.920561353310168,,0.2748015821012782,0.08196433951442408,-0.27981138555826607,Low,0,0
19,6,2012,-0.3182549792076171,-0.4758301126800197,0.1804155308373701,-0.3316339134420104,0.1436872194892515,-0.8231774749591099,-0.7028100100829429,-0.5408975940507911,-0.8022003829581905,-0.7589504619042409,,0.7159038306408424,0.11222682997327046,-0.34808592652211917,Low,0,0
20,6,2012,-0.5944548361627993,1.213630982896322,0.1804155308373701,-0.18156493585093303,-1.2599357528134485,-0.9121201723424196,-0.4694570502005343,-0.9268417756748462,-0.816285768489376,-0.8936262047425135,,-0.06246355327276182,0.0758512543320548,-0.5578239260556493,Low,0,0
21,6,2012,-0.5944548361627993,1.0784740952502143,-0.5324458349102886,-0.3816569059723695,0.2205024070282048,-0.6776348792409667,-0.3748544988968552,-0.5167760826992877,-0.5838769072248169,-0.6512098676336229,,0.00918131504593166,0.07392410330711258,-0.5637608426612027,Low,0,0
22,6,2012,-0.3182549792076171,0.335111213196624,0.5368462137112,-0.3316339134420104,0.0878216285518299,-0.6210349809061331,-0.2087744643859518,-0.5650191054022945,-0.4923219012721117,-0.6377422933497956,,0.4857635270549829,0.061413362320632,-0.3124644268888039,Low,0,0
23,6,2012,-0.0420551222524349,-0.0027810059186439,0.8932768965850295,-0.3316339134420104,0.2484352024969157,-0.5240065837607043,-0.0363875931214698,-0.3479255032387636,-0.3655534314914431,-0.4357286790923866,,0.5809703788360379,0.565986559194623,-0.043357261299741545,Moderate,1,1
24,6,2012,-0.0420551222524349,0.2675327693735704,0.5368462137112,-0.3816569059723695,0.5626791515199082,-0.2814355908971322,0.1338969992251522,0.2068692578458154,-0.1261018774612913,0.062571569409222,,0.5708332464161846,0.08629369747220723,-0.03148342808863644,Moderate,1,1
25,6,2012,-0.3182549792076171,0.132375881727463,-0.1760151520364588,-0.3816569059723695,0.6185447424573288,-0.03886459803356,0.3020793126539152,0.2309907691973189,0.11334967656886001,0.1837797379636674,,0.5432986029514478,0.01575062957185864,-0.32136980179713315,Moderate,1,1
